unique,frequency
leanfaidh,115
vi,115
mairfidh,115
lear,114
fhoireann,114
ioncam,114
breithiãnach,114
thimpeall,114
bhfãadfaidh,114
leanãna,114
fhã­rinne,114
darbh,114
neartã,114
drãacht,114
it,114
bunãsach,114
filã­ochta,113
toghadh,113
lã¡idre,113
chaill,113
tuaisceart,113
cairde,113
aeir,113
dhroim,113
mionn,113
shainmhã­nã­tear,113
mhaoin,113
ghnãthã,113
gcaoi,113
dhearna,113
you,112
siopa,112
agusairteagal,112
tarbh,112
eacnamaã­ocha,112
oideachais,112
formhãr,112
bealaigh,112
lãargas,112
neamhspleã¡chas,112
sampla,112
mharã,112
dall,112
teastã¡il,112
ghnã­omhaã­ochtaã­,112
mã­leata,112
bhuaigh,112
tharlaã­onn,112
dhiãltaigh,112
riachtanais,111
bainistã­ochta,111
bhfaca,111
hionad,111
tionscadal,111
leagfaidh,111
bhriathra,111
samããil,111
at,111
manam,111
laidin,111
brã­,111
was,111
cruinn,111
caighdeã¡in,111
chã¡ch,111
cuidiã,111
nabãcadnazar,111
feoil,111
hais,110
baill,110
gcreat,110
gramadaã­,110
gcathracha,110
sinsir,110
chãim,110
cluichã­,110
sleachta,110
cãip,110
buisãad,110
comhphã¡irteach,110
fã¡naã­ochta,110
maoiniã,110
lenã¡r,110
k,110
tionscnamh,110
saoirsã­,110
ã¡itiãla,110
scannã¡n,110
bainte,109
chreach,109
cuimhin,109
chuirfeadh,109
muir,109
chomhar,109
cãiseanna,109
dã­oltas,109
fiontair,109
feabhas,109
ãist,109
chãige,109
danmhairge,108
cruinnithe,108
ndãirt,108
theip,108
bâ€™fhãidir,108
gcuirtear,108
chaomhnã,108
oibrithe,108
gcuirfidh,108
comhlacht,108
phaisinãirã­,108
tharchur,108
tamaill,107
ã‰ireannach,107
eilimintã­,107
ngnã­omhartha,107
bheannacht,107
dfhãach,107
me,107
ciall,107
laghdã,107
hoã­che,107
ucht,107
fhuascailt,107
teitheadh,107
coicop,107
taisteal,107
that,107
rãasãnta,106
gcomparã¡id,106
dtabharfadh,106
shroich,106
comhrãireachta,106
uachtarã¡in,106
sinsear,106
valera,106
comhthionãl,106
saghas,106
cnuasach,106
dã­rithe,106
scãr,106
shã­n,106
dorchadas,106
mbãarla,106
bhfãadfaã­,106
gcinneadh,106
mheasann,106
ngairtear,106
soir,105
bocht,105
comhrã¡,105
maoine,105
km,105
vãtaã­,105
clainne,105
mbord,105
dlã­thiãil,105
trump,105
cãadta,105
cfae,105
paisinãirã­,105
cluiche,105
urraim,105
beartaithe,105
iasachtaã­,105
staire,105
brat,104
thãir,104
sã­omãn,104
crã,104
sheachaint,104
scã¡th,104
adamhach,104
rã¡iteas,104
life,104
cãigiã,104
rousseff,104
ionam,104
canãintã­,104
ghã¡,104
dhearthã¡ireacha,104
gcuirfã­,104
dãite,104
ãagãir,104
dhãag,104
oifigã­,104
maã­omh,103
toghchã¡n,103
beagnach,103
dtiocfadh,103
thuiscint,103
bhuanghrã¡,103
ãmãs,103
phãs,103
mhuir,103
dhãn,103
mhionnaigh,103
mheã¡n,103
inã­onacha,103
gceantar,103
fadhbanna,102
dfhãgair,102
scoth,102
bhriathar,102
shocrã,102
achar,102
mãide,102
ã­oc,102
cuspãir,102
ullmhã,102
aonad,102
naoã,102
mallacht,102
ngnã­omh,102
gabhadh,102
geataã­,102
leathanach,102
spã¡inne,102
tãis,102
mã¡irt,102
uladh,101
chãnamh,101
dian,101
gcumas,101
urchãid,101
fostaã­ocht,101
bhiniã¡imin,101
rãigiãin,101
ualach,101
balla,101
scãin,101
gclã,101
ã­osta,101
bhfuilim,101
fã¡g,101
ãireoidh,101
easnamh,101
dtabharfaidh,101
giolla,101
bualadh,101
mbã­odh,101
gael,101
ionadaã­onn,101
fhearr,101
halla,100
mãideanna,100
rialta,100
rannchuidiã,100
hoibleagã¡idã­,100
fheiceann,100
iniãchadh,100
bãthair,100
comharthaã­,100
â€œnach,100
aistriã,100
chiallaã­onn,100
chrã­ocha,100
ãosã¡c,100
ghiolla,100
ã‰irã­,99
feithiclã­,99
chothã,99
custaim,99
gcrã­och,99
arairteagal,99
eadãm,99
ãiritheoidh,99
forbartha,99
peacaã­,99
uilig,99
bhia,99
ghaoth,99
chomharsa,99
caife,99
gceathrã,99
gcumhacht,99
dãardaoin,99
dteampall,99
gcogadh,99
nglacfaidh,99
cheapfar,99
sainchãnaã­,98
gã¡ire,98
aer,98
fuarthas,98
aan,98
bagã¡iste,98
fhã¡gann,98
--,98
dheisceabail,98
dtiarna,98
gabhann,98
bac,98
romhat,98
scrã­bhinn,97
treoirlã­nte,97
fheabhsã,97
ath,97
aitheantas,97
cosa,97
dtosach,97
iarobã¡m,97
hionann,97
spioraid,97
file,97
triail,97
lã¡rnach,97
lã­onadh,97
comhdhãanta,97
â€œgo,97
cruinniã,97
my,97
anna,97
litreacha,97
ã¡rachais,96
sã­ochã¡na,96
mhã­reanna,96
imeall,96
tsualainn,96
aa,96
litrã­ochta,96
t-airgead,96
corp,96
doscail,96
bheaga,96
pholainn,96
mhãir,96
lãim,96
eurostat,96
toirte,95
bpeacaã­,95
cãnaithe,95
spãirt,95
champa,95
teilifã­se,95
sã¡bhã¡ilteachta,95
dãr,95
leithead,95
gcuimhne,95
gobharnãirã­,95
struchtãr,95
sasanaigh,95
ãide,95
comhphobal,95
dtabharfar,95
biotã¡illeacha,95
mblianta,95
vã­tneam,95
seolfaidh,95
thã­olacadh,95
ollmhãr,95
dteangacha,94
inniãil,94
tãg,94
ochtã,94
cuntais,94
comhaontãš,94
luã­onn,94
bhanna,94
choinnigh,94
oibleagã¡idã­,94
bhfilistã­neach,94
dãradar,94
foinsã­,94
innã,94
drãachtghnã­omh,94
chuã­,94
iarrthãir,94
adhlacadh,94
thaitin,94
fhorainn,94
uan,94
cheannach,94
briseadh,94
tãarmaã­,94
mãanar,94
achainã­,94
gcorãin,94
eagar,94
eachtraã­,94
anan,94
gcomhaltaã­,94
be,94
bhua,94
ionstraim,93
pionãs,93
cailã­n,93
dfhoilsigh,93
foireann,93
albam,93
bãit,93
mhã¡thar,93
bhã­odar,93
toghchã¡in,93
suntasach,93
daoibhse,93
chãl,93
lua,93
teachtairã­,93
cheithre,93
ceathrar,93
cilimãadar,93
eo,93
tã¡bhacht,93
deochanna,93
aerfort,93
machnamh,93
uachtar,93
geografach,93
pãsta,93
geall,92
tãgfaidh,92
coiteann,92
tionscail,92
ãadach,92
spã¡innis,92
imigh,92
saorghluaiseacht,92
dã­om,92
cuimhnigh,92
adhmaid,92
lãn,92
mainm,92
titfidh,92
fhã­rãantacht,92
fleasc,92
cultãr,92
fãaraigh,92
rachadh,92
scrãdã,92
sinne,92
uainn,91
choã­che,91
uaithi,91
â€˜nã­,91
phrionsabal,91
dãshlã¡n,91
vii,91
tã¡imid,91
gcrã­ocha,91
tathair,91
aniar,91
cumann,91
hiondãil,91
gcoitinne,91
lãigear,91
mbeart,91
aitheantais,91
seal,91
chrann,91
fite,91
twitter,91
iomlã¡ine,91
dardaigh,91
sise,90
fhoilsiã,90
daithin,90
breac,90
dtãann,90
bhanlã¡mh,90
chlaã­omh,90
nã¡isiãnach,90
vãtã¡la,90
gnã­omhaireachtaã­,90
saothrã,90
beann,90
hamhã¡in,90
scoile,90
anã¡il,90
dairteagail,90
gabhfaidh,89
pã¡istã­,89
socrã,89
fhorlã­onadh,89
comhordã,89
bhãthar,89
hasaã­re,89
thaispeã¡int,89
gcuirfeadh,89
dainãil,89
amhrã¡in,89
rãmã¡in,89
fhianaise,89
fostaã­ochta,89
srian,89
irish,89
fã¡gann,89
tobar,89
fiontar,89
rãalta,89
bhfã¡sach,89
ghlacfar,89
oilc,89
spãartha,88
mbãthar,88
limistãir,88
ngrã¡,88
thabharfadh,88
rio,88
trã¡dã¡il,88
bhailiã,88
cuntas,88
trã¡thrialta,88
traidisiãn,88
grã¡nna,88
roghnaigh,88
leathan,88
ãasca,88
bhfãadfar,88
laidine,87
sheirbhã­sigh,87
shuã­omh,87
buartha,87
â€œmar,87
shã­ãn,87
nochtadh,87
titley,87
iarainn,87
gclaã­omh,87
mham,87
dhãchais,87
luas,87
aibseã¡lãm,87
chas,87
tobann,87
naairteagal,87
dathair,87
rabhadh,87
aithnã­tear,87
laochra,87
glãin,87
gclã¡r,87
fuinnimh,87
chomhdhãanann,87
phrionsabail,86
ã¡itritheoirã­,86
suaimhneas,86
taitneamh,86
ionadaithe,86
ban,86
fuinneamh,86
rã¡taã­,86
dfhorã¡lacha,86
chãnaã­,86
chãnaã­onn,86
longfort,86
hã¡it,86
hainmhithe,86
nocht,86
eacnamaã­ochta,86
gcabhair,86
washington,86
maille,86
faobhar,86
forã¡il,85
bheartaigh,85
long,85
sceimhlitheoireachta,85
dorcha,85
cnoc,85
feictear,85
cãigear,85
carachtar,85
fãmhar,85
dath,85
amã¡rach,85
romham,85
george,85
liostaã­tear,85
afraic,85
gleann,85
ã¡balta,85
gearr,85
roghnã,85
haoise,85
biad,85
phost,85
phortaingãil,85
ã‰asau,85
sealadach,85
chomhartha,85
traidisiãnta,85
nathair,85
salm,85
ãiric,84
nasc,84
t-uisce,84
dã­ot,84
eagrã¡n,84
â€œar,84
luaigh,84
franco,84
cãrais,84
â€œach,84
deacrachtaã­,84
gorta,84
ãanlaith,84
srã¡ideanna,84
sinan,84
sainithe,84
leabharlann,84
achã¡b,84
mhã­leata,84
gafa,84
thogh,84
ãdarã,84
halban,84
sãlã¡s,84
sean,84
cruthaã­odh,84
sine,83
maoluithe,83
af,83
cabhrach,83
gcomhlã­onann,83
ins,83
ballaã­,83
bce,83
oifigigh,83
â€œnã­l,83
cebc,83
shã­oraã­,83
droim,83
mbrã¡ithre,83
dãinne,83
eite,83
saorã¡naigh,83
hiad,83
â€œtabhair,83
maireachtã¡il,83
chabhair,83
mbeartas,83
heagraã­ochtaã­,83
sheirbhã­seach,83
dtithe,83
fã­ona,83
ãifeachtach,83
huiscã­,83
giãdach,83
deimhniã,83
lula,83
diompaigh,83
gaol,83
iarrachtaã­,83
gairdeas,83
mall,82
tuigfidh,82
treo,82
gnãthais,82
oiliãint,82
mã¡istir,82
cion,82
ghearr,82
aicme,82
mhol,82
chuspãirã­,82
fã­rinneach,82
cumhachta,82
gcomharbacht,82
bhfãd,82
sruth,82
lãirigh,82
ãinne,82
leatsa,82
dã¡il,82
cos,82
dâ€™fhãadfadh,82
bronnadh,82
urramã,82
ã‰ilias,82
abhus,82
bhfeidhmiã,82
dabht,82
bpã¡irtã­,81
churchill,81
adhradh,81
deisceabail,81
forleathan,81
ngiãdach,81
arã¡in,81
allta,81
mhanaise,81
foghlaim,81
caora,81
mhaireann,81
mhãra,81
liotuã¡in,81
caillte,81
chomhlacht,81
scrã­obhaithe,81
scrã­obhadh,81
fichid,81
teidil,81
cultãrtha,81
chumhachtaã­,81
comhthã¡thã,81
hardphãirtithe,81
chãigiã,81
ghrãig,81
casta,80
chomhlachtaã­,80
ilbhliantãil,80
bagairt,80
eitilte,80
r,80
modh,80
haltãra,80
ãcã¡id,80
joe,80
fhionlainn,80
bhflaitheas,80
gãilleadh,80
peann,80
scriosfaidh,80
mãrchuid,80
â€œbã­odh,80
trã¡dã¡la,80
ghealach,80
ad,80
theagasc,80
bpolainn,80
alcãil,80
scoileanna,80
uafã¡s,80
nua-aimseartha,80
stairiãil,80
mãadã,80
faigheann,80
aontã,80
chinntã­,80
crua,80
taoisigh,80
fã¡sach,80
seice,80
comhdhãanamh,79
duitse,79
dona,79
ã‰,79
ciste,79
aisti,79
mban,79
bainfidh,79
ãadan,79
saineolaithe,79
leagfar,79
ãalã,79
chomhshaoil,79
tãisce,79
ghnã­omh,79
prã­omhchathair,79
shãl,79
pãilã­nã­,79
gharda,79
fãnta,79
tãgtha,79
luaithreach,79
ã¡lainn,79
aifreann,79
teicniãil,79
fhã¡g,79
ceangal,78
mbaol,78
pã¡iste,78
rã­omh,78
dearg,78
aisteach,78
ãagsãil,78
gearrscãalta,78
bhfiontar,78
shuã­odar,78
shã­or,78
sochaã­,78
caighdeã¡n,78
chill,78
srã¡id,78
bhall,78
fhoghlaim,78
seisiãn,78
heite,78
mbrasaã­l,78
fãd,78
dhãithe,78
idirthrãimhseacha,77
fial,77
cãl,77
meiriceã¡nach,77
oifigiãla,77
dã­,77
iomaã­ocht,77
chloch,77
buã­,77
agallamh,77
bhrã¡thair,77
ãâ€,77
gcinn,77
fhãile,77
chomhalta,77
baisteadh,77
feidhmiãchã¡in,77
iasachta,77
bhforbairt,77
deirfiãr,77
ceangailte,77
â€œnuair,77
stop,77
bunãs,77
lenar,77
bheartã,77
athuimhriã,77
dfhã¡s,77
cathartha,77
iãdã¡ia,77
idã­,77
stãr,77
shaothrã,77
riail,77
freagrachtaã­,76
beannaithe,76
teagmhã¡il,76
fãgairt,76
iahãiseã¡fã¡t,76
gnã¡ch,76
pãsadh,76
ngnã­omhaireacht,76
dhã¡ta,76
tãigh,76
lag,76
tiomsã,76
riocht,76
scrã­bhneora,76
ghrã¡in,76
leanãnach,76
t-ã¡bhar,76
fhearg,76
will,76
with,76
scor,76
spãire,76
arã¡m,76
fã­rãan,76
romhainn,76
leorghnã­mh,76
oibreacha,75
dea-scãal,75
chuadar,75
eisiãint,75
buille,75
sciath,75
rãigiãnach,75
gcãin,75
foinse,75
ghleann,75
leathchãad,75
samhradh,75
todhchaã­,75
feicfidh,75
tslã¡ndã¡il,75
bhuisãad,75
scoir,75
struchtãrtha,75
gcrann,75
â€œimigh,75
scãim,75
eolaã­ochta,75
murach,75
fanfaidh,75
infheistã­ocht,75
spãisiãil,75
dtabharfaã­,75
idirdhealã,75
leagain,75
molaigã­,75
gcomhlã­onadh,74
londain,74
dâ€™aois,74
mhian,74
colãn,74
feachtas,74
tg,74
caesar,74
iontas,74
fhadhb,74
bhrat,74
fãachana,74
idirlã­on,74
ghãill,74
taitneamhach,74
bprã­osãn,74
huaire,74
hã­obairtã­,74
soithã­,74
stoc,74
mhargadh,74
miste,74
nãal,74
gol,74
rãin,74
shinsir,74
gnã¡s,74
tinn,74
thusa,73
shaoil,73
ãirithe,73
brãn,73
bhord,73
feitheamh,73
aistrithe,73
cheannas,73
mhã¡rach,73
timpeallghearradh,73
but,73
alzheimer,73
ticãad,73
drã¡ma,73
measãnã,73
eileã¡zã¡r,73
teicniãla,73
comhchuibheas,73
bhã­omar,73
chatha,73
bhruach,73
banna,73
uasal,73
ghlacann,73
dhã­reach,73
cheannaire,73
thã¡ngadar,73
bhrollach,73
hã¡bhair,73
fheoil,73
mhairbh,73
shiãil,73
snã¡mh,72
impleachtaã­,72
timpeallachta,72
ngleann,72
gcãige,72
mhuintire,72
fionnadh,72
athruithe,72
fã¡,72
rãimh,72
buailte,72
leagadh,72
feidhmeoidh,72
aimsiã,72
huachtarã¡n,72
rã¡ithiãil,72
anall,72
cãige,72
hã‰igiptigh,72
sam,72
ionat,72
co,72
lãivã­teach,72
molfaidh,72
achomharc,72
cãrsa,72
fadhb,72
dfhuascail,72
dtuigeann,71
fairis,71
seachrã¡n,71
chuimhne,71
fheicfidh,71
ciãin,71
nuacht,71
lucsamburg,71
rãise,71
laitvia,71
conarthacha,71
sã¡bhã¡ilte,71
t-ãdarã¡s,71
ã‰ist,71
tsamã¡ir,71
mhaoiniã,71
meon,71
ã­osfaidh,71
grãige,71
cor,71
cineã¡lacha,71
faireachã¡n,71
bhiotã¡illeach,71
tosã,71
rã¡thaã­ochtaã­,71
dãnta,71
sãcmhainnã­,71
haire,71
cleachtadh,70
troscadh,70
no,70
phã¡irt,70
grã¡in,70
saorã¡nach,70
bheilg,70
dimir,70
chaitheann,70
bheas,70
cloiste,70
ocras,70
huair,70
fhocail,70
dã­riã,70
chaithfidh,70
scriosta,70
dofrã¡il,70
dhã¡n,70
fhreagairt,70
athuair,70
ullamh,70
iompã,70
so,70
libhse,70
t-iomprãir,70
gean,70
reic,70
socair,70
bã¡ire,69
deimhnithe,69
choinbhinsiãin,69
bainne,69
tuaithe,69
fã¡n,69
cheannairã­,69
gcaithfidh,69
litriã,69
ãadaã­,69
fireann,69
ghuth,69
alan,69
tardionadaã­,69
â€˜a,69
sainmhã­nithe,69
charraig,69
ardteiripe,69
kennedy,69
chruinniã,69
oibrã­ochtãil,69
spã¡is,69
beckett,69
grã¡sta,69
cãadghin,69
bhriseadh,69
fraoch,69
naoimh,69
gabh,69
maghaidh,69
druidim,69
mboth,69
chan,69
mbã¡s,69
measctha,69
chomhfhreagraigh,69
roinnte,69
uachtarã¡nachta,69
ruathar,69
crith,69
filã­ocht,69
cã¡sca,68
meastar,68
deichniãr,68
ungã¡ir,68
scriosfar,68
dhaingnigh,68
ndãanamh,68
lãann,68
bhailigh,68
tã¡thar,68
sos,68
iar,68
aerã¡rthaã­,68
mbunãfar,68
sasanach,68
dualgas,68
bhablãin,68
rãasãnaithe,68
sciar,68
dhaonra,68
albain,68
oifigeach,68
mhodh,68
from,68
dâ€™ãirigh,68
bhforã¡lacha,68
uain,68
daonlathach,68
forãigean,68
chãsta,68
mhaidin,68
buachaill,68
choiriãla,68
briste,68
seirbhã­seach,68
fhleasc,68
samhna,67
dearfa,67
teoranta,67
achrann,67
ndeisceart,67
tofa,67
reãbaen,67
michael,67
aithrã­,67
againne,67
ciontach,67
ã­seal,67
suã­mh,67
dainneoin,67
tnãth,67
ionadaã­,67
labhraã­tear,67
tailte,67
bã¡l,67
bhreise,67
uiscã­,67
mbean,67
hola,67
gcomhthãacs,67
mã¡guaird,67
bhealaã­,67
chomhbheartais,67
ceannteideal,66
eitlã­ochta,66
uaisle,66
beir,66
fhorã¡iltear,66
tacaã­ochta,66
ãan,66
lãivã­,66
cãramach,66
ligfidh,66
eitilt,66
mhothaigh,66
trãimhsã­,66
chã¡il,66
rinn,66
ritheann,66
reachtaã­ochta,66
trasteorann,66
dlãth,66
bunreachtãla,66
cuaillã­,66
this,66
plean,66
leaganacha,66
heabrãn,66
fairisã­nigh,66
theorainn,66
tallann,66
leathadh,66
thabharfar,66
aighneas,66
labhartha,66
fan,66
ghnã­omhartha,66
dhã­riã,66
lã¡ir,66
gcine,66
urlã¡r,66
bealaã­,66
doire,66
bãigean,66
mil,65
se,65
bhfeiceann,65
gaeil,65
ardã¡n,65
fairsing,65
ionadaã­ocht,65
las,65
mhachaire,65
doirteadh,65
cãd,65
huile,65
canadh,65
doirse,65
racht,65
chluas,65
admhã¡il,65
bheagã¡n,65
eitleã¡n,65
longa,65
diãltã,65
tã¡imse,65
boladh,65
fã¡sta,65
mairbh,65
aiste,65
loiscthe,65
fã¡gfaidh,65
brã¡ithre,65
impireacht,65
atã¡im,65
new,65
filã­,65
costas,65
ã­sle,65
chinntiã,65
bpã¡ras,65
cistã­,65
aisling,65
meabhrãš,65
leatrom,65
â€œcã¡,65
choinnã­oll,65
rannã¡n,65
inã­octha,65
tagadh,65
theorainneacha,65
dâ€™fhonn,65
bpã¡irt,64
chuici,64
colã¡iste,64
pã¡ipãar,64
gcumhachtaã­,64
chomhlã¡nã,64
bã­m,64
hafraice,64
âš,64
thiocfadh,64
plã¡inãad,64
biotã¡ille,64
foilsiã,64
sult,64
thorthaã­,64
coiriãla,64
theangacha,64
heilimintã­,64
chanã¡n,64
inmheã¡nacha,64
lã­onmhaire,64
ã¡thais,64
togha,64
corr,64
comhshaoil,64
aoine,64
rã­omhaire,64
chomhchuibhiã,64
bhog,64
bhreã¡,64
van,64
colm,64
measaim,64
gaoth,64
cefa,64
mã­osa,64
rian,63
comhoibriã,63
slã¡nã,63
binse,63
or,63
meascã¡n,63
trealaimh,63
cumais,63
fãgraã­odh,63
mbailte,63
thiomsã,63
rãabhlãid,63
tarlã,63
ghnãis,63
tsanctãra,63
solais,63
leoin,63
tairngreacht,63
amharclann,63
ndãana,63
bain,63
cill,63
bhfã¡ithe,63
are,63
domhnach,63
fhomhã­re,63
caith,63
dheireanach,63
kurt,63
ã¡itreabh,63
lã­onmhar,63
dhã­bir,63
dearadh,63
choir,63
agusa,63
dhaonna,63
striapachas,63
lipãadã,63
abhlann,63
ãascã,63
oibreoir,63
both,63
cheoil,63
hea,63
forghnã­omhã,63
stã¡itse,63
damh,63
nuachtã¡n,63
ndãithe,63
mearbhall,63
daor,63
sheirbheã¡il,63
ruaig,63
cuimse,63
bhfaigheann,63
tãadh,63
daghaidh,63
mhaigh,62
chnoc,62
pãca,62
olltoghchã¡n,62
cliste,62
thruailligh,62
carachtair,62
arda,62
gcionta,62
thost,62
fhoirm,62
reachta,62
phã¡istã­,62
thã­ortha,62
sciathã¡in,62
mã¡irtã­n,62
folaithe,62
nic,62
cabhrã,62
tuachtarã¡n,62
bhualadh,62
fianna,62
nuachta,62
aerã¡rthach,62
cumarsã¡ide,62
iãã¡is,62
zidicã­ã¡,62
dfhear,62
choirp,62
tosach,62
taca,62
chlocha,62
eagnaã­,62
trãad,62
duais,62
iniãchãirã­,62
suã­ochã¡n,62
dornã¡n,62
bãim,62
inimirce,62
seachtar,62
staidãir,62
wilde,62
sã­ãn,62
eilã­seã¡,62
chomhrac,61
ngar,61
truaillithe,61
alcãl,61
brãige,61
seinm,61
deoraã­,61
dr,61
hadad,61
poblachta,61
ghluais,61
iarthair,61
dhoirt,61
cinnfidh,61
bainc,61
hã‰irinn,61
ghaolta,61
j,61
ceap,61
ligeann,61
tirim,61
dilma,61
rã¡ta,61
leordhãthanach,61
chathaoir,61
pointã­,61
chomhordã,61
gardaã­,61
cholainn,61
caingne,61
muirir,61
dã­dean,61
ã¡iritheoidh,61
aistear,61
thionchar,61
saoithã­n,61
glas,61
nua-eabhrac,61
throid,61
bhalla,61
gcnoc,61
brian,61
ãachtaã­,61
prã­obhã¡ideach,61
scaireanna,61
chanãint,61
pheacaigh,61
da,61
lãitheoireachta,61
seomraã­,60
adhmad,60
dhã­lis,60
trãithe,60
brasaã­leach,60
agairteagal,60
madraã­,60
bhãthair,60
substaintã­,60
canãint,60
araibis,60
ceannairc,60
streachailt,60
deise,60
inmheã¡naigh,60
dã­olãintã­,60
siopaã­,60
thã­,60
labhrãidh,60
imeoidh,60
cheiliãradh,60
oilte,60
deichiã,60
tuisceana,60
tsã­ochã¡in,60
dãlra,60
ghabhadar,60
idir-rãitigh,60
hitler,60
daonlathas,60
thuairim,60
cãimeanna,60
ceartais,60
bhfarraige,60
cã¡in,60
fhraincis,60
tomhaltas,60
fearacht,60
gearã¡n,60
roinne,60
cionta,60
acht,60
bailiã,60
ionstraimã­,60
traein,60
rannã­ocaã­ochtaã­,60
nglacfar,60
difrã­ochtaã­,60
chorãin,60
slad,60
faraor,60
eolaã­ocht,60
mbeatha,60
iãahã,60
spãrt,60
mãâ€,60
tsã­n,59
armtha,59
tuaiscirt,59
staonadh,59
ghlas,59
sainmhã­niã,59
gin,59
ceantair,59
uachtarã¡nacht,59
nod,59
caoirigh,59
teilifã­s,59
corãin,59
ix,59
james,59
caitheadh,59
uafã¡is,59
chloã­gh,59
dliteanas,59
craobh,59
gcãraimã­,59
rialaã­tear,59
dãradh,59
bhfaigheadh,59
fhaca,59
scã¡il,59
salvador,59
mhacsan,59
dhlã­thiãil,59
phearsanta,59
goairteagal,59
n-ãireodh,59
sneachta,59
thaoiseach,59
seachtracha,59
lã­nte,59
chos,59
folamh,59
hostaire,59
ngael,59
mbeinn,59
we,59
donald,59
tseirbhã­s,59
gcãis,59
der,59
asam,59
fãm,59
tionãl,59
tuillte,59
shonrach,59
n-athair,59
rãitigh,59
caitheann,59
diosrael,59
ionradh,58
malairte,58
mhuinã­n,58
foirgnimh,58
hiompar,58
gcolã¡iste,58
t-eolas,58
gcreideamh,58
ã‰istigã­,58
nã¡dãr,58
chãrsa,58
cã¡ilã­ochta,58
taistil,58
feicthe,58
fuaite,58
faoiseamh,58
achomhairc,58
fuar,58
creidimh,58
theastaã­onn,58
aagus,58
claã­mh,58
have,58
aran,58
jair,58
itheann,58
tuirseach,58
seoâ€,58
ortsa,58
bhãit,58
cille,58
bhreithiãnas,58
ghearradh,58
uaibh,58
gcãl,58
crã­ochach,58
lã­nãadach,58
maithe,58
sina,58
fuã­lleach,58
astaã­ochtaã­,58
scanradh,58
orwell,57
tugaim,57
bus,57
gile,57
shlã¡inte,57
hathair,57
bogadh,57
seanad,57
inniãlachtaã­,57
scoilt,57
gcolãnaã­,57
gãarchãim,57
scãimeanna,57
coinne,57
bhliantãil,57
bhã¡l,57
tomhais,57
ciallãidh,57
bfhearr,57
te,57
tuath,57
sholas,57
trian,57
dã­lse,57
ghlanadh,57
bhulgã¡ir,57
eolaã­och,57
dtionãl,57
dtoghchã¡n,57
thomhais,57
threoraigh,57
deisceart,57
buntã¡iste,57
allmhairã­,57
ndlã­,57
gcãirteanna,57
srã¡ide,57
rannphã¡irtã­ochta,57
aonaid,57
flãirse,57
nãill,57
portaingãile,56
agairt,56
ãras,56
cosã¡n,56
phrã­omhchathair,56
atmaisfãar,56
chreidimh,56
bpoblacht,56
gearradh,56
dhãantãs,56
chultãr,56
fionlainne,56
fionraã­,56
gaire,56
dãile,56
dheirfiãr,56
chonaill,56
mã­niã,56
lom,56
mhairfidh,56
mheall,56
fãir,56
ãifeachtãlacht,56
comã¡in,56
aoibhinn,56
ungadh,56
drochmheas,56
coinnigh,56
fillfidh,56
meastãireacht,56
moch,56
breitheamh,56
bogearraã­,56
seasann,56
sã­neadh,56
furasta,56
machnaimh,56
aimsire,56
naitsithe,56
aistã­,56
suain,56
tãigã­,56
mhã­re,56
ã­de,56
leasaithe,56
cloã­,56
mhã­niã,56
shluaite,55
moill,55
ara,55
agusan,55
eagal,55
ãrscãalta,55
magaidh,55
hoileã¡in,55
iodã¡ilis,55
shaoradh,55
trã¡chta,55
gealltanas,55
clã¡raithe,55
im,55
chloisteã¡il,55
dith,55
rince,55
cat,55
leairteagal,55
tionscal,55
asal,55
sciobtha,55
corcra,55
polaitã­ochta,55
ceiliãradh,55
smã¡l,55
aoibhneas,55
lãide,55
thomhaltas,55
gaolta,55
chomhthionãl,55
iarrann,55
t-ardsagart,55
finã­,55
cãil,55
traidisiãin,55
fãilire,55
fearann,55
iarratais,55
foilsithe,55
deighilt,55
dâ€™fhã¡g,55
maigh,55
heagna,55
rang,55
tsabãid,55
bprionsabal,55
chatagãir,55
ginideach,54
sileadh,54
deiscirt,54
gnãthã,54
leithscãal,54
slat,54
del,54
sãideadh,54
marc,54
saoithe,54
arbhair,54
threascair,54
ãsã¡,54
sonraã­ochtaã­,54
shã­ol,54
gcion,54
crã­ostaã­,54
buaileadh,54
sheasta,54
feall,54
inbhuanaithe,54
thugtaã­,54
ceadmhach,54
madra,54
pinsean,54
ãsã¡ide,54
scaitã­,54
thuigeann,54
slã¡ndã¡il,54
hithe,54
anoir,54
oiriãnach,54
ginearãlta,54
gaoithe,54
chosanta,54
chumadh,54
balã¡m,54
scãrtha,54
uirlisã­,54
ionraic,54
lã¡bã¡n,54
pã¡pa,54
sã£o,54
gabhair,54
